Semester,Class,Class Number,Section Number,Title,Author(s),Gender,Number Students
Spring 2014,Reading & Composition:  Sympathy and the Problem of Identification,English R1A,7,The Elements of Style,['William Strunk'],male,14
Spring 2014,Reading & Composition:  Getting Outside Ourselves: Beyond Wilderness,English R1A,8,A Sand County Almanac,['Aldo Leopold'],male,16
Spring 2014,Reading & Composition:  Getting Outside Ourselves: Beyond Wilderness,English R1A,8,"Walden, Civil Disobedience, and Other Writings",['Henry David Thoreau'],male,16
Spring 2014,Reading & Composition:  Getting Outside Ourselves: Beyond Wilderness,English R1A,8,To The Lighthouse,['Virginia Woolf'],male,16
Spring 2014,Reading & Composition:  How to Be Popular,English R1B,1,Pride and Prejudice,['Jane Austen'],female,18
Spring 2014,Reading & Composition:  How to Be Popular,English R1B,1,"The Major Works, including The Prelude","['William Wordsworth', 'Stephen Gill']",Multiple Authors,18
Spring 2014,Reading & Composition:  Profane Illuminations,English R1B,2,Selected Poetry,['Derek Walcott'],male,14
Spring 2014,Reading & Composition:  Profane Illuminations,English R1B,2,Labyrinths,['Jorge Luis Borges'],male,14
Spring 2014,Reading & Composition:  Profane Illuminations,English R1B,2,Nadja,['Andr Breton'],male,14
Spring 2014,Reading & Composition:  Profane Illuminations,English R1B,2,"Tripping with Allah: Islam, Drugs, and Writing",['Michael  Knight'],male,14
Spring 2014,Reading & Composition:  Profane Illuminations,English R1B,2,Mercury,['Susan Watt'],female,14
Spring 2014,Reading & Composition:  Profane Illuminations,English R1B,2,Frankenstein,['Mary Wollstonecraft Shelley'],female,14
Spring 2014,Reading & Composition:  Profane Illuminations,English R1B,2,The Crisis of Infinite Worlds,['Dana Ward'],male,14
Spring 2014,Reading & Composition:  (note new topic):  Documents and Literature of the Undocumented,English R1B,3,They Say/I Say: The Moves that Matter in Academic Writing,"['Gerald Graff', 'Cathy Birkenstein']",Multiple Authors,17
Spring 2014,Reading & Composition:  (note new topic):  Documents and Literature of the Undocumented,English R1B,3,Across a Hundred Mountains,['Reyna Grande'],female,17
Spring 2014,Reading & Composition:  (note new topic):  Documents and Literature of the Undocumented,English R1B,3,My Shoes and I,['Ren Colato La_nez'],male,17
Spring 2014,Reading & Composition:  (note new topic):  Documents and Literature of the Undocumented,English R1B,3,Diary of an Undocumented Immigrant,['Tianguis Prez'],unknown,17
Spring 2014,Reading & Composition:  (note new topic):  Documents and Literature of the Undocumented,English R1B,3,The People of Paper,['Salvador Plascencia'],male,17
Spring 2014,Reading & Composition:  (note new topic):  Documents and Literature of the Undocumented,English R1B,3,The Shallow End of Sleep,['Jos Antonio Rodr_guez'],male,17
Spring 2014,Reading & Composition:  The Way We Read Now,English R1B,4,Bleak House,['Charles Dickens'],male,12
Spring 2014,Reading & Composition:  Defenses of Poetry,English R1B,5,The Sighted Singer: Two Works on Poetry for Readers and Writers,"['Allen R. Grossman', 'Mark Halliday']",Multiple Authors,19
Spring 2014,Reading & Composition:  Defenses of Poetry,English R1B,5,"Toward the Open Field: Poets on the Art of Poetry, 1800-1950",['Melissa Kwasny'],female,19
Spring 2014,Reading & Composition:  Defenses of Poetry,English R1B,5,Letters to a Young Poet,['Rainer Maria Rilke'],male,19
Spring 2014,Reading & Composition:  Defenses of Poetry,English R1B,5,Poetic Closure: A Study of How Poems End,['Barbara Herrnstein Smith'],female,19
Spring 2014,Reading & Composition:  Defenses of Poetry,English R1B,5,English Renaissance Literary Criticism,['Brian Vickers'],male,19
Spring 2014,Reading & Composition:  Defenses of Poetry,English R1B,5,Lyrical Ballads,"['William Wordsworth', 'Samuel Taylor Coleridge']",Multiple Authors,19
Spring 2014,Reading & Composition:  Representing American Education,English R1B,6,The Souls of Black Folk,['W. E. B. Du Bois'],male,17
Spring 2014,Reading & Composition:  Representing American Education,English R1B,6,Hunger of Memory,['Richard Rodriguez'],male,17
Spring 2014,Reading & Composition:  Representing American Education,English R1B,6,Up from Slavery,['Booker T. Washington'],male,17
Spring 2014,Reading & Composition:  Representing American Education,English R1B,6,Black Boy,['Richard Wright'],male,17
Spring 2014,Reading & Composition:  Persuasion,English R1B,7,Julius Caesar,['William Shakespeare'],male,17
Spring 2014,Reading & Composition:  Persuasion,English R1B,7,Othello,"['William Shakespeare', 'Gayle Holste']",Multiple Authors,17
Spring 2014,Reading & Composition:  Persuasion,English R1B,7,Style: The Basics of Clarity and Grace,"['Joseph M. Williams', 'Joseph Bizup']",Multiple Authors,17
Spring 2014,Reading & Composition:  Regions,English R1B,8,"Winesburg, Ohio",['Sherwood Anderson'],male,15
Spring 2014,Reading & Composition:  Regions,English R1B,8,Pilgrim at Tinker Creek,['Annie Dillard'],female,15
Spring 2014,Reading & Composition:  Regions,English R1B,8,A Sand County Almanac,['Aldo Leopold'],male,15
Spring 2014,Reading & Composition:  Regions,English R1B,8,Lake Superior,['Lorine Niedecker'],female,15
Spring 2014,Reading & Composition:  Regions,English R1B,8,Housekeeping,['Marilynne Robinson'],male,15
Spring 2014,Reading & Composition:  Regions,English R1B,8,Walden (annotated),['Henry David Thoreau'],male,15
Spring 2014,Reading & Composition:  Regions,English R1B,8,Walden (not annotated),['Henry David Thoreau'],male,15
Spring 2014,Reading & Composition:  Regions,English R1B,8,Cane,['Jean Toomer'],male,15
Spring 2014,"Reading & Composition:  Human Environments: Ecology, Evolution, and Literature",English R1B,9,The Crying of Lot 49,['Thomas Pynchon'],male,15
Spring 2014,"Reading & Composition:  Human Environments: Ecology, Evolution, and Literature",English R1B,9,Walden,['Henry David Thoreau'],male,15
Spring 2014,Reading & Composition:  Representing California,English R1B,10,The Big Sleep,['Raymond Chandler'],male,17
Spring 2014,Reading & Composition:  Representing California,English R1B,10,The White Album: Essays,['Joan Didion'],female,17
Spring 2014,Reading & Composition:  Representing California,English R1B,10,McTeague: A Story of San Francisco,['Frank Norris'],male,17
Spring 2014,Reading & Composition:  Representing California,English R1B,10,The Crying of Lot 49,['Thomas Pynchon'],male,17
Spring 2014,Reading & Composition:  Representing California,English R1B,10,Miss Lonelyhearts & The Day of the Locust,['Nathanael West'],male,17
Spring 2014,Reading & Composition:  The Poetics of Honor,English R1B,11,The Honor Code: How Moral Revolutions Happen,['Kwame Anthony Appiah'],male,14
Spring 2014,Reading & Composition:  The Poetics of Honor,English R1B,11,Lord Jim,['John Batchelor'],male,14
Spring 2014,Reading & Composition:  The Poetics of Honor,English R1B,11,The Marquise of O - and Other Stories,['Heinrich Kleist'],male,14
Spring 2014,Reading & Composition:  The Poetics of Honor,English R1B,11,Penguin Book of First World War Poetry,['Jon Silkin'],male,14
Spring 2014,Reading & Composition:  Are There Stories?,English R1B,12,The Fall,['James Preller'],male,12
Spring 2014,Reading & Composition:  Are There Stories?,English R1B,12,Lord Jim,['John Batchelor'],male,12
Spring 2014,Reading & Composition:  Are There Stories?,English R1B,12,The Waves,['Virginia Woolf'],male,12
Spring 2014,Reading & Composition:  Unprotected Texts: Tales Told and Retold,English R1B,13,Emma,['Jane Austen'],female,17
Spring 2014,Reading & Composition:  Unprotected Texts: Tales Told and Retold,English R1B,13,Howards End,['Edward Morgan Forster'],male,17
Spring 2014,Reading & Composition:  Unprotected Texts: Tales Told and Retold,English R1B,13,Twelfth Night,['William Shakespeare'],male,17
Spring 2014,Reading & Composition:  Unprotected Texts: Tales Told and Retold,English R1B,13,On Beauty,['Zadie Smith'],male,17
Spring 2014,Reading & Composition:  Photographic Memories,English R1B,14,Camera Lucida,['Roland Barthes'],male,14
Spring 2014,Reading & Composition:  Photographic Memories,English R1B,14,The Emigrants,['Vilhelm Moberg'],male,14
Spring 2014,Reading & Composition:  Photographic Memories,English R1B,14,On Photography,['Susan Sontag'],male,14
Spring 2014,Reading & Composition:  Saints and Soldiers,English R1B,15,The Song of Roland,['Anonymous'],male,14
Spring 2014,Reading & Composition:  Saints and Soldiers,English R1B,15,Edmund Spenser's Poetry,"['Edmund Spenser', 'Anne Lake Prescott']",Multiple Authors,14
Spring 2014,Reading & Composition:  American Beauties,English R1B,16,The Virgin Suicides,['Jeffrey Eugenides'],male,17
Spring 2014,Reading & Composition:  American Beauties,English R1B,16,An American Dream,['Norman Mailer'],male,17
Spring 2014,Reading & Composition:  American Beauties,English R1B,16,[The Annotated] Lolita,['Vladimir Nabokov'],male,17
Spring 2014,Reading & Composition:  The Hazards of Belief,English R1B,17,Final Harvest: Poems,['Emily Dickinson'],female,19
Spring 2014,Reading & Composition:  The Hazards of Belief,English R1B,17,Nature and Selected Essays,['Ralph Waldo Emerson'],male,19
Spring 2014,Reading & Composition:  The Hazards of Belief,English R1B,17,The Great Gatsby,['F. Scott Fitzgerald'],male,19
Spring 2014,Reading & Composition:  The Hazards of Belief,English R1B,17,"Chance, Love, and Logic",['Charles S. Peirce'],male,19
Spring 2014,Reading & Composition:  The Hazards of Belief,English R1B,17,Nine Stories,['J. D. Salinger'],male,19
Spring 2014,Reading & Composition:  The Hazards of Belief,English R1B,17,Leaves of Grass,['Walt Whitman'],male,19
Spring 2014,Reading & Composition:  The Hazards of Belief,English R1B,17,On Certainty,['Ludwig Wittgenstein'],male,19
Spring 2014,Reading & Composition:  Making Heirs and Heirlooms,English R1B,18,After Every War: Twentieth Century Women Poets,Could not find author,,14
Spring 2014,Reading & Composition:  Making Heirs and Heirlooms,English R1B,18,The Word Exchange: Anglo-Saxon Poems in Translation,"['Greg Delanty', 'Michael Matto', 'Seamus Heaney']",Multiple Authors,14
Spring 2014,Reading & Composition:  Making Heirs and Heirlooms,English R1B,18,"The Fact of a Doorframe: Poems, 1950-2000",['Adrienne Rich'],female,14
Spring 2014,Reading & Composition:  Making Heirs and Heirlooms,English R1B,18,"Collected Poems, 1948-1984",['Derek Walcott'],male,14
Spring 2014,Reading & Composition:  Making Heirs and Heirlooms,English R1B,18,One With Others,['C.D. Wright'],male,14
Spring 2014,Reading & Composition:  Still Life: Nature and Art,English R1B,19,Wuthering Heights,['Emily Bront'],unknown,17
Spring 2014,Reading & Composition:  Still Life: Nature and Art,English R1B,19,Developmental Exercises for Rules for Writers,"['Diana Hacker', 'Wanda Van Goor']",Multiple Authors,17
Spring 2014,Reading & Composition:  Still Life: Nature and Art,English R1B,19,Rules for Writers,"['Diana Hacker', 'Nancy Sommers']",Multiple Authors,17
Spring 2014,Reading & Composition:  Still Life: Nature and Art,English R1B,19,Who Do You Think You Are?,['Mark Driscoll'],male,17
Spring 2014,Reading & Composition:  Still Life: Nature and Art,English R1B,19,The Rings of Saturn,['W. G. Sebald'],male,17
Spring 2014,Reading & Composition:  Still Life: Nature and Art,English R1B,19,Frankenstein,['Mary Wollstonecraft Shelley'],female,17
Spring 2014,Reading & Composition:  Still Life: Nature and Art,English R1B,19,Walden,['Henry David Thoreau'],male,17
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,Canterbury Tales (selected),"['Geoffrey Chaucer', 'Vincent Foster Hopper']",Multiple Authors,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,The Wasteland,"['Thomas Stearns Eliot', 'Valerie Eliot']",Multiple Authors,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,Turn of the Screw,['Henry James'],male,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,What Maisie Knew,['Henry James'],male,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,154 Forties,['Jackson Mac Low'],male,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,Reader's Block,['David Markson'],female,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,Dr. Faustus,['Christopher Marlowe'],male,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,The Crying of Lot 49,['Thomas Pynchon'],male,15
Spring 2014,Reading & Composition:  Reader's Block,English R1B,20,Tender Buttons,"['Gertrude Stein', 'Lisa Congdon']",Multiple Authors,15
Spring 2014,Reading & Composition:  On the Case,English R1B,21,The Moonstone,Could not find author,,14
Spring 2014,Reading & Composition:  On the Case,English R1B,21,The Strange Case of Dr. Jekyll and Mr. Hyde,['Robert Louis Stevenson'],male,14
Spring 2014,Reading & Composition:  Shakespeare and Film,English R1B,22,Macbeth,['William Shakespeare'],male,15
Spring 2014,Reading & Composition:  Shakespeare and Film,English R1B,22,Much Ado About Nothing,['William Shakespeare'],male,15
Spring 2014,Reading & Composition:  Shakespeare and Film,English R1B,22,Richard III,['William Shakespeare'],male,15
Spring 2014,Reading & Composition:  Shakespeare and Film,English R1B,22,The Tempest,['William Shakespeare'],male,15
Spring 2014,Reading & Composition:  Shakespeare and Film,English R1B,22,Titus Andronicus,['William Shakespeare'],male,15
Spring 2014,Modern British and American Literature:  Music and Literary Modernism,English 20,1,"Collected Poems, 1909-1962",['T. S. Eliot'],male,10
Spring 2014,Modern British and American Literature:  Music and Literary Modernism,English 20,1,The Great Gatsby,['F. Scott Fitzgerald'],male,10
Spring 2014,Modern British and American Literature:  Music and Literary Modernism,English 20,1,Pygmalion,['Bernard Shaw'],male,10
Spring 2014,Freshman Seminar:  Mark Twain's Boys,English 24,3,The Adventures of Huckleberry Finn,['Mark Twain'],male,6
Spring 2014,Freshman Seminar:  Mark Twain's Boys,English 24,3,The Adventures of Tom Sawyer,['Mark Twain'],male,6
Spring 2014,Freshman Seminar:  Mark Twain's Boys,English 24,3,The Prince and the Pauper,['Mark Twain'],male,6
Spring 2014,Chicana/o Literature and Culture,English 37,1,"The Autobiography of a Brown Buffalo,  or The Revolt of the Cockroach People",['Oscar Zeta Acosta'],male,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,"Bless me, Ultima",['Rudolfo Anaya'],male,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,Borderlands/La Frontera:  The New Mestiza,['Gloria Anzald_a'],female,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,So Far From God,['Ana Castillo'],female,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,Emplumada,['Lorna Dee Cervantes'],female,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,House on Mango Street,['Sandra Cisneros'],female,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,Woman Hollering Creek,['Sandra Cisneros'],female,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,_y no se lo trago la tierra/_and the earth did not swallow him,"['Tomas Rivera', 'Evangelina Vigil-Pinon']",Multiple Authors,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,Living Up the Street,['Gary Soto'],male,17
Spring 2014,Chicana/o Literature and Culture,English 37,1,Pocho,['Jos Antonio Villarreal'],male,17
Spring 2014,Literature in English:  Through Milton,English 45A,1,"Oroonoko, The Rover, and Other Works",['Aphra Behn'],female,90
Spring 2014,Literature in English:  Through Milton,English 45A,1,"The Norton Anthology of English Literature, Volumes A-C","['Stephen Greenblatt', 'Meyer Howard Abrams']",Multiple Authors,90
